symbol,entry_time,entry_price,exit_time,exit_price,initial_stop,stop_updates_count,pnl,pnl_pct,exit_reason,entry_conditions
CZCE.AP605,2025-09-26 14:15:00.000000,8286.0,2025-10-14 09:00:00.000000,8619.0,8192.00,9,6660.00,4.02%,初始止损 (前一个绿柱堆低点:8192.00 (低于前前:8265.00)),红柱堆底部抬升 (绿柱低:8144.00→红柱拐头低:8193.00) + 5m 红柱+阳柱确认 [红柱堆内 DIF 拐头]
CZCE.AP605,2025-10-17 14:20:00.000000,8817.0,2025-10-24 09:00:00.000000,9320.0,8451.00,10,10060.00,5.70%,初始止损 (前前绿柱堆 K 线低点:8451.00),60m 底背离确认 (低:8144.00→8451.00) + 5m 红柱+阳柱确认 [绿柱堆内 DIF 拐头]
CZCE.AP605,2025-10-27 10:00:00.000000,9474.0,2025-10-29 13:40:00.000000,9680.0,9256.00,6,4120.00,2.17%,初始止损 (前前绿柱堆 K 线低点:9256.00),60m 底背离确认 (低:8451.00→9256.00) + 5m 红柱+阳柱确认 [绿柱堆内 DIF 拐头]
CZCE.AP605,2025-11-19 09:00:00.000000,9354.0,2025-11-20 09:35:00.000000,9275.0,9240.00,2,-1580.00,-0.84%,初始止损 (前一个绿柱堆低点:9240.00 (低于前前:9334.00)),60m 底背离确认 (低:9000.00→9240.00) + 5m 红柱+阳柱确认 [绿柱堆内 DIF 拐头]
CZCE.AP605,2025-11-20 14:20:00.000000,9380.0,2025-11-21 14:20:00.000000,9326.0,9262.00,2,-1080.00,-0.58%,初始止损 (前一个绿柱堆低点:9262.00 (低于前前:9290.00)),60m 底背离确认 (低:9000.00→9240.00) + 5m 红柱+阳柱确认 [绿柱堆内 DIF 拐头]
CZCE.AP605,2025-12-01 14:30:00.000000,9614.0,2025-12-03 10:30:00.000000,9698.0,9492.00,5,1680.00,0.87%,初始止损 (前一个绿柱堆低点:9492.00 (低于前前:9501.00)),红柱堆底部抬升 (绿柱低:9198.00→红柱拐头低:9492.00) + 5m 红柱+阳柱确认 [红柱堆内 DIF 拐头]
CZCE.AP605,2025-12-10 10:00:00.000000,9528.0,2025-12-10 13:40:00.000000,9417.0,9417.00,1,-2220.00,-1.16%,初始止损 (前一个绿柱堆低点:9417.00 (低于前前:9433.00)),60m 底背离确认 (低:9198.00→9341.00) + 5m 红柱+阳柱确认 [绿柱堆内 DIF 拐头]
CZCE.AP605,2025-12-10 14:00:00.000000,9458.0,2025-12-11 14:15:00.000000,9453.0,9417.00,2,-100.00,-0.05%,初始止损 (前一个绿柱堆低点:9417.00 (低于前前:9433.00)),60m 底背离确认 (低:9198.00→9341.00) + 5m 红柱+阳柱确认 [绿柱堆内 DIF 拐头]
CZCE.AP605,2025-12-12 09:10:00.000000,9482.0,2025-12-15 09:00:00.000000,9454.0,9447.00,2,-560.00,-0.30%,初始止损 (前一个绿柱堆低点:9447.00 (低于前前:9460.00)),60m 底背离确认 (低:9198.00→9341.00) + 5m 红柱+阳柱确认 [绿柱堆内 DIF 拐头]
CZCE.AP605,2025-12-25 09:15:00.000000,9174.0,2025-12-25 09:20:00.000000,9160.0,9160.00,1,-280.00,-0.15%,初始止损 (前一个绿柱堆低点:9160.00 (低于前前:9168.00)),红柱堆底部抬升 (绿柱低:8896.00→红柱拐头低:9162.00) + 5m 红柱+阳柱确认 [红柱堆内 DIF 拐头]
CZCE.AP605,2025-12-31 09:05:00.000000,9196.0,2026-01-05 09:00:00.000000,9070.0,9070.00,1,-2520.00,-1.37%,初始止损 (前前绿柱堆 K 线低点:9070.00),60m 底背离确认 (低:8896.00→9054.00) + 5m 红柱+阳柱确认 [绿柱堆内 DIF 拐头]
CZCE.AP605,2026-01-05 10:00:00.000000,9230.0,2026-01-13 09:00:00.000000,9593.0,9050.00,4,7260.00,3.93%,初始止损 (前一个绿柱堆低点:9050.00 (低于前前:9146.00)),60m 底背离确认 (低:8896.00→9054.00) + 5m 红柱+阳柱确认 [绿柱堆内 DIF 拐头]
CZCE.AP605,2026-01-13 11:20:00.000000,9735.0,2026-01-15 11:00:00.000000,9801.0,9590.00,4,1320.00,0.68%,初始止损 (前一个绿柱堆低点:9590.00 (低于前前:9623.00)),60m 底背离确认 (低:9506.00→9596.00) + 5m 红柱+阳柱确认 [绿柱堆内 DIF 拐头]
CZCE.AP605,2026-02-03 10:05:00.000000,9480.0,2026-02-06 09:15:00.000000,9531.0,9334.00,4,1020.00,0.54%,初始止损 (前一个绿柱堆低点:9334.00 (低于前前:9352.00)),60m 底背离确认 (低:9312.00→9335.00) + 5m 红柱+阳柱确认 [绿柱堆内 DIF 拐头]
CZCE.AP605,2026-02-11 10:00:00.000000,9555.0,2026-02-24 09:00:00.000000,9708.0,9453.00,6,3060.00,1.60%,初始止损 (前前绿柱堆 K 线低点:9453.00),60m 底背离确认 (低:9335.00→9435.00) + 5m 红柱+阳柱确认 [绿柱堆内 DIF 拐头]
CZCE.AP605,2026-02-25 11:20:00.000000,9755.0,2026-02-27 14:35:00.000000,9758.0,9569.00,3,60.00,0.03%,初始止损 (前一个绿柱堆低点:9569.00 (低于前前:9777.00)),60m 底背离确认 (低:9435.00→9588.00) + 5m 红柱+阳柱确认 [绿柱堆内 DIF 拐头]
CZCE.AP605,2026-03-11 10:05:00,10424.0,2026-03-11 10:40:00,10275.0,10275.00,1,-1490.00,-1.43%,初始止损 (前前绿柱堆 K 线低点:10275.00),60m 底背离确认 (低:9688.00→9883.00) + 5m 红柱+阳柱确认 [绿柱堆内 DIF 拐头]
CZCE.AP605,2026-03-16 14:25:00,10039.0,2026-03-18 11:20:00,10087.0,9878.00,5,480.00,0.48%,初始止损 (前一个绿柱堆低点:9878.00 (低于前前:9893.00)),60m 底背离确认 (低:9688.00→9883.00) + 5m 红柱+阳柱确认 [绿柱堆内 DIF 拐头]
CZCE.CF605,2025-11-21 22:10:00.000000,13465.0,2025-11-25 21:55:00.000000,13565.0,13425.00,7,1000.00,0.74%,初始止损 (前前绿柱堆 K 线低点:13425.00),60m 底背离确认 (低:13385.00→13435.00) + 5m 红柱+阳柱确认 [绿柱堆内 DIF 拐头]
